obs,year,period,state,age,fatal,male,female,single,multiple,lnpop,lnpopm,lnpopf,unempl,gdl,gdl3,gdl2,gdl1,beltsc,beltpr,bac08,zerotol,alr,sp70,sp65
237,2006,17,18,16,18,8,10,14,4,11.45,10.79,10.72,5,1,0,1,0,1,1,1,1,1,1,1
238,2007,18,18,16,5,5,0,4,1,11.43,10.76,10.72,4.6,1,0,1,0,1,1,1,1,1,1,1
239,2008,19,18,16,11,5,6,7,4,11.42,10.76,10.7,6,1,0,1,0,1,1,1,1,1,1,1
240,2009,20,18,16,5,2,3,3,2,11.41,10.74,10.69,10.4,1,0,1,0,1,1,1,1,1,1,1
241,1990,1,19,16,5,4,1,2,3,10.51,9.84,9.79,4.5,0,0,0,0,1,1,0,0,0,0,0
242,1991,2,19,16,5,3,2,3,2,10.57,9.9,9.85,4.6,0,0,0,0,1,1,0,0,0,0,0
243,1992,3,19,16,12,9,3,8,4,10.56,9.89,9.85,4.5,0,0,0,0,1,1,0,0,0,0,0
244,1993,4,19,16,13,7,6,7,6,10.62,9.95,9.9,4.2,0,0,0,0,1,1,0,0,0,0,0
245,1994,5,19,16,10,5,5,6,4,10.64,9.97,9.92,3.7,0,0,0,0,1,1,0,0,0,0,0
246,1995,6,19,16,9,6,3,5,4,10.67,10,9.96,3.6,0,0,0,0,1,1,0,0,0,0,0
247,1996,7,19,16,15,9,6,11,4,10.73,10.06,10.01,3.6,0,0,0,0,1,1,0,1,0,0,0
248,1997,8,19,16,9,6,3,4,5,10.72,10.05,10.01,3.1,0,0,0,0,1,1,0,1,0,0,0
249,1998,9,19,16,10,5,5,5,5,10.73,10.06,10.01,2.9,0,0,0,0,1,1,0,1,0,0,0
250,1999,10,19,16,12,5,7,4,8,10.73,10.05,10.01,2.6,1,0,1,0,1,1,0,1,0,0,0
251,2000,11,19,16,6,2,4,1,5,10.68,10.02,9.96,2.8,1,0,1,0,1,1,0,1,0,0,0
252,2001,12,19,16,9,5,4,3,6,10.7,10.03,9.97,3.3,1,0,1,0,1,1,0,1,0,0,0
253,2002,13,19,16,5,2,3,4,1,10.67,10,9.95,3.9,1,0,1,0,1,1,0,1,0,0,0
254,2003,14,19,16,5,5,0,3,2,10.64,9.98,9.92,4.4,1,0,1,0,1,1,0,1,0,0,0
255,2004,15,19,16,2,1,1,0,2,10.64,9.98,9.91,4.7,1,0,1,0,1,1,1,1,1,0,0
256,2005,16,19,16,4,2,2,4,0,10.65,9.99,9.93,4.3,1,0,1,0,1,1,1,1,1,0,0
257,2006,17,19,16,10,5,5,2,8,10.68,10.01,9.95,3.7,1,0,1,0,1,1,1,1,1,1,1
258,2007,18,19,16,2,2,0,1,1,10.66,10,9.93,3.8,1,0,1,0,1,1,1,1,1,1,1
259,2008,19,19,16,5,3,2,0,5,10.64,9.97,9.93,4.3,1,0,1,0,1,1,1,1,1,1,1
260,2009,20,19,16,4,2,2,3,1,10.63,9.97,9.9,5.6,1,0,1,0,1,1,1,1,1,1,1
261,1990,1,20,16,7,3,4,2,5,10.37,9.71,9.65,4.4,0,0,0,0,1,0,0,0,1,0,0
262,1991,2,20,16,6,5,1,3,3,10.43,9.76,9.7,4.5,0,0,0,0,1,0,0,0,1,0,0
263,1992,3,20,16,12,7,5,6,6,10.43,9.77,9.71,4.6,0,0,0,0,1,0,0,0,1,0,0
264,1993,4,20,16,11,8,3,7,4,10.49,9.83,9.77,5,0,0,0,0,1,0,0,0,1,0,0
265,1994,5,20,16,5,2,3,3,2,10.5,9.84,9.78,4.9,0,0,0,0,1,0,1,0,1,0,0
266,1995,6,20,16,4,3,1,1,3,10.54,9.88,9.82,4.4,0,0,0,0,1,0,1,0,1,0,0
267,1996,7,20,16,13,9,4,11,2,10.61,9.94,9.88,4.4,0,0,0,0,1,0,1,0,1,1,1
268,1997,8,20,16,10,4,6,4,6,10.62,9.96,9.9,3.9,0,0,0,0,1,0,1,0,1,1,1
269,1998,9,20,16,8,7,1,5,3,10.65,9.99,9.93,3.8,0,0,0,0,1,0,1,1,1,1,1
270,1999,10,20,16,7,5,2,5,2,10.65,9.99,9.93,3.6,0,0,0,0,1,0,1,1,1,1,1
271,2000,11,20,16,5,2,3,2,3,10.63,9.95,9.92,3.8,0,1,0,0,1,0,1,1,1,1,1
272,2001,12,20,16,15,7,8,10,5,10.65,9.99,9.93,4.3,0,1,0,0,1,0,1,1,1,1,1
273,2002,13,20,16,9,6,3,5,4,10.63,9.97,9.91,5.1,0,1,0,0,1,0,1,1,1,1,1
274,2003,14,20,16,9,6,3,6,3,10.62,9.96,9.9,5.6,0,1,0,0,1,0,1,1,1,1,1
275,2004,15,20,16,5,2,3,2,3,10.6,9.93,9.88,5.6,0,1,0,0,1,0,1,1,1,1,1
276,2005,16,20,16,9,2,7,3,6,10.61,9.95,9.89,5.1,0,1,0,0,1,0,1,1,1,1,1
277,2006,17,20,16,8,3,5,8,0,10.63,9.97,9.91,4.4,0,1,0,0,1,0,1,1,1,1,1
278,2007,18,20,16,3,2,1,2,1,10.58,9.92,9.86,4.1,0,1,0,0,1,0,1,1,1,1,1
279,2008,19,20,16,3,3,0,2,1,10.59,9.92,9.87,4.6,0,1,0,0,1,0,1,1,1,1,1
280,2009,20,20,16,7,6,1,3,4,10.56,9.9,9.84,7.1,0,1,0,0,1,0,1,1,1,1,1
281,1990,1,21,16,19,16,3,15,4,10.87,10.21,10.14,6.1,0,0,0,0,0,0,0,0,0,0,0
282,1991,2,21,16,8,4,4,4,4,10.89,10.23,10.17,7.3,0,0,0,0,0,0,0,0,0,0,0
283,1992,3,21,16,10,6,4,7,3,10.89,10.23,10.17,7,0,0,0,0,0,0,0,0,0,0,0
284,1993,4,21,16,14,10,4,9,5,10.94,10.28,10.21,6.4,0,0,0,0,0,0,0,0,0,0,0
285,1994,5,21,16,10,7,3,8,2,10.95,10.29,10.23,5.5,0,0,0,0,0,0,0,0,0,0,0
286,1995,6,21,16,18,11,7,9,9,10.97,10.31,10.24,5.6,0,0,0,0,1,0,0,0,0,0,0
287,1996,7,21,16,12,8,4,7,5,11,10.34,10.27,5.5,0,0,0,0,1,0,0,0,0,0,0
288,1997,8,21,16,7,5,2,3,4,10.99,10.33,10.26,5.4,0,1,0,0,1,0,0,1,0,0,0
289,1998,9,21,16,7,5,2,4,3,10.98,10.32,10.26,4.6,0,1,0,0,1,0,0,1,0,0,0
290,1999,10,21,16,7,3,4,3,4,10.96,10.3,10.23,4.6,0,1,0,0,1,0,0,1,0,0,0
291,2000,11,21,16,11,8,3,8,3,10.94,10.28,10.22,4.3,0,1,0,0,1,0,0,1,0,0,0
292,2001,12,21,16,15,9,6,10,5,10.95,10.29,10.22,5.2,0,1,0,0,1,0,1,1,0,0,0
293,2002,13,21,16,19,12,7,12,7,10.94,10.28,10.22,5.8,0,1,0,0,1,0,1,1,0,0,0
294,2003,14,21,16,8,7,1,5,3,10.94,10.28,10.21,6.3,0,1,0,0,1,0,1,1,0,0,0
295,2004,15,21,16,8,8,0,5,3,10.93,10.26,10.21,5.6,0,1,0,0,1,0,1,1,0,0,0
296,2005,16,21,16,6,6,0,6,0,10.96,10.29,10.23,6,0,1,0,0,1,0,1,1,0,0,0
297,2006,17,21,16,11,7,4,7,4,10.99,10.34,10.27,5.9,0,1,0,0,1,0,1,1,0,0,0
298,2007,18,21,16,7,4,3,7,0,10.98,10.31,10.27,5.6,1,0,0,1,1,1,1,1,0,0,0
299,2008,19,21,16,10,8,2,6,4,10.98,10.32,10.26,6.6,1,0,0,1,1,1,1,1,0,0,0
300,2009,20,21,16,5,4,1,2,3,10.96,10.29,10.24,10.7,1,0,0,1,1,1,1,1,0,0,0
301,1990,1,22,16,13,9,4,9,4,11.02,10.34,10.31,5.9,0,0,0,0,1,0,0,0,1,0,0
302,1991,2,22,16,11,8,3,6,5,11.06,10.38,10.34,6.9,0,0,0,0,1,0,0,0,1,0,0
303,1992,3,22,16,8,5,3,5,3,11.07,10.39,10.35,7.8,0,0,0,0,1,0,0,0,1,0,0
304,1993,4,22,16,7,4,3,3,4,11.11,10.43,10.4,7.4,0,0,0,0,1,0,0,0,1,0,0
305,1994,5,22,16,5,4,1,4,1,11.12,10.45,10.41,7.5,0,0,0,0,1,0,0,0,1,0,0
306,1995,6,22,16,8,6,2,5,3,11.15,10.47,10.44,6.7,0,0,0,0,1,0,0,0,1,0,0
307,1996,7,22,16,13,7,6,7,6,11.2,10.53,10.49,6.3,0,0,0,0,1,1,0,0,1,0,0
308,1997,8,22,16,13,8,5,9,4,11.19,10.51,10.48,5.7,0,0,0,0,1,1,0,0,1,0,0
309,1998,9,22,16,4,2,2,1,3,11.19,10.51,10.48,5.3,1,0,1,0,1,1,0,1,1,1,1
310,1999,10,22,16,10,4,6,5,5,11.18,10.5,10.47,4.7,1,0,1,0,1,1,0,1,1,1,1
311,2000,11,22,16,5,4,1,5,0,11.19,10.52,10.48,4.9,1,0,1,0,1,1,0,1,1,1,1
312,2001,12,22,16,10,8,2,7,3,11.19,10.51,10.48,5.3,1,0,1,0,1,1,0,1,1,1,1
313,2002,13,22,16,12,7,5,9,3,11.16,10.49,10.44,5.9,1,0,1,0,1,1,0,1,1,1,1
314,2003,14,22,16,6,4,2,5,1,11.13,10.46,10.42,6.2,1,0,1,0,1,1,0,1,1,1,1
315,2004,15,22,16,11,10,1,7,4,11.11,10.43,10.4,5.5,1,0,1,0,1,1,1,1,1,1,1
316,2005,16,22,16,3,3,0,2,1,11.13,10.45,10.42,6.7,1,0,1,0,1,1,1,1,1,1,1
317,2006,17,22,16,2,2,0,1,1,11.07,10.39,10.35,3.9,1,0,1,0,1,1,1,1,1,1,1
318,2007,18,22,16,5,3,2,4,1,11.08,10.41,10.36,3.8,1,0,1,0,1,1,1,1,1,1,1
319,2008,19,22,16,5,3,2,4,1,11.08,10.41,10.36,4.4,1,0,1,0,1,1,1,1,1,1,1
320,2009,20,22,16,6,3,3,5,1,11.07,10.4,10.35,6.6,1,0,1,0,1,1,1,1,1,1,1
321,1990,1,23,16,3,3,0,2,1,9.7,9.04,8.97,5.2,0,0,0,0,0,0,1,0,1,0,1
322,1991,2,23,16,5,2,3,3,2,9.71,9.05,8.98,7.5,0,0,0,0,0,0,1,0,1,0,1
323,1992,3,23,16,4,2,2,3,1,9.7,9.04,8.96,7.1,0,0,0,0,0,0,1,0,1,0,1
324,1993,4,23,16,3,2,1,3,0,9.73,9.07,9,6.7,0,0,0,0,0,0,1,0,1,0,1
325,1994,5,23,16,3,1,2,2,1,9.75,9.1,9.02,6.5,0,0,0,0,0,0,1,0,1,0,1
326,1995,6,23,16,0,0,0,0,0,9.78,9.12,9.04,5.8,0,0,0,0,0,0,1,0,1,0,1
327,1996,7,23,16,3,1,2,2,1,9.8,9.15,9.07,5.3,0,0,0,0,1,0,1,0,1,0,1
328,1997,8,23,16,2,2,0,1,1,9.79,9.14,9.06,5.1,0,0,0,0,1,0,1,0,1,0,1
329,1998,9,23,16,2,1,1,1,1,9.83,9.17,9.1,4.4,0,0,0,0,1,0,1,1,1,0,1
330,1999,10,23,16,1,1,0,1,0,9.84,9.18,9.11,3.9,0,0,0,0,1,0,1,1,1,0,1
331,2000,11,23,16,2,1,1,1,1,9.82,9.15,9.1,3.3,0,0,0,0,1,0,1,1,1,0,1
332,2001,12,23,16,3,2,1,1,2,9.85,9.2,9.12,3.7,1,1,0,0,1,0,1,1,1,0,1
333,2002,13,23,16,4,2,2,4,0,9.84,9.17,9.12,4.4,1,1,0,0,1,0,1,1,1,0,1
334,2003,14,23,16,1,1,0,1,0,9.84,9.18,9.11,5,1,1,0,0,1,0,1,1,1,0,1
335,2004,15,23,16,1,1,0,0,1,9.85,9.18,9.12,4.6,1,0,0,1,1,0,1,1,1,0,1
336,2005,16,23,16,3,2,1,2,1,9.83,9.17,9.11,4.9,1,0,0,1,1,0,1,1,1,0,1
337,2006,17,23,16,3,3,0,2,1,9.86,9.2,9.13,4.7,1,0,0,1,1,0,1,1,1,0,1
338,2007,18,23,16,2,0,2,0,2,9.82,9.15,9.1,4.7,1,0,0,1,1,0,1,1,1,0,1
339,2008,19,23,16,3,3,0,2,1,9.8,9.14,9.08,5.4,1,0,0,1,1,1,1,1,1,0,1
340,2009,20,23,16,2,2,0,1,1,9.76,9.09,9.04,8.2,1,0,0,1,1,1,1,1,1,0,1
341,1990,1,24,16,4,1,3,3,1,10.95,10.29,10.23,4.5,0,0,0,0,1,0,0,0,0,0,0
342,1991,2,24,16,6,5,1,3,3,10.97,10.31,10.25,6.3,0,0,0,0,1,0,0,0,0,0,0
343,1992,3,24,16,3,1,2,3,0,10.96,10.29,10.24,6.5,0,0,0,0,1,0,0,0,0,0,0
344,1993,4,24,16,4,2,2,2,2,11.01,10.34,10.28,6,0,0,0,0,1,0,0,0,1,0,0
345,1994,5,24,16,9,8,1,7,2,11.02,10.36,10.3,5.2,0,0,0,0,1,0,0,0,1,0,0
346,1995,6,24,16,2,2,0,0,2,11.05,10.39,10.33,5,0,0,0,0,1,0,0,0,1,0,0
347,1996,7,24,16,3,3,0,1,2,11.1,10.43,10.37,4.9,0,0,0,0,1,0,0,1,1,0,0
348,1997,8,24,16,3,0,3,1,2,11.11,10.44,10.38,4.7,0,0,0,0,1,0,0,1,1,0,1
349,1998,9,24,16,11,9,2,6,5,11.15,10.49,10.43,4.3,0,0,0,0,1,1,0,1,1,0,1
350,1999,10,24,16,7,4,3,4,3,11.18,10.52,10.46,3.6,0,0,0,0,1,1,0,1,1,0,1
351,2000,11,24,16,5,3,2,2,3,11.19,10.53,10.47,3.6,1,0,1,0,1,1,0,1,1,0,1
352,2001,12,24,16,6,6,0,3,3,11.23,10.56,10.51,4.1,1,0,1,0,1,1,0,1,1,0,1
353,2002,13,24,16,6,4,2,6,0,11.24,10.56,10.53,4.5,1,0,1,0,1,1,1,1,1,0,1
354,2003,14,24,16,5,3,2,2,3,11.25,10.59,10.54,4.5,1,0,1,0,1,1,1,1,1,0,1
355,2004,15,24,16,10,5,5,5,5,11.28,10.61,10.57,4.3,1,0,1,0,1,1,1,1,1,0,1
356,2005,16,24,16,6,4,2,4,2,11.3,10.64,10.59,4.1,1,0,1,0,1,1,1,1,1,0,1
357,2006,17,24,16,3,2,1,1,2,11.35,10.68,10.63,3.8,1,0,0,1,1,1,1,1,1,0,1
358,2007,18,24,16,6,4,2,4,2,11.32,10.65,10.61,3.6,1,0,0,1,1,1,1,1,1,0,1
359,2008,19,24,16,4,3,1,3,1,11.3,10.63,10.58,4.5,1,0,0,1,1,1,1,1,1,0,1
360,2009,20,24,16,2,0,2,2,0,11.28,10.6,10.56,7.1,1,0,0,1,1,1,1,1,1,0,1
361,1990,1,25,16,6,4,2,4,2,11.14,10.47,10.42,6.4,0,0,0,0,0,0,0,0,0,0,0
362,1991,2,25,16,0,0,0,0,0,11.14,10.48,10.42,8.8,0,0,0,0,0,0,0,0,0,0,0
363,1992,3,25,16,4,3,1,3,1,11.11,10.44,10.38,8.9,0,0,0,0,0,0,0,0,0,0,0
364,1993,4,25,16,8,6,2,5,3,11.14,10.48,10.42,7.4,0,0,0,0,0,0,0,0,0,0,0
365,1994,5,25,16,3,3,0,1,2,11.15,10.49,10.43,6.2,0,0,0,0,1,0,0,0,0,0,0
366,1995,6,25,16,5,4,1,2,3,11.19,10.52,10.46,5.5,0,0,0,0,1,0,0,1,0,0,0
367,1996,7,25,16,3,3,0,2,1,11.22,10.56,10.5,4.6,0,0,0,0,1,0,0,1,0,0,1
368,1997,8,25,16,4,3,1,2,2,11.22,10.56,10.5,4.1,0,0,0,0,1,0,0,1,0,0,1
369,1998,9,25,16,9,8,1,7,2,11.26,10.6,10.54,3.4,0,0,0,0,1,0,0,1,0,0,1
370,1999,10,25,16,2,0,2,2,0,11.27,10.61,10.55,3.3,1,0,0,1,1,0,0,1,0,0,1
371,2000,11,25,16,7,6,1,7,0,11.28,10.61,10.56,2.7,1,0,0,1,1,0,0,1,0,0,1
372,2001,12,25,16,1,1,0,1,0,11.33,10.67,10.6,3.7,1,0,0,1,1,0,0,1,0,0,1
373,2002,13,25,16,4,3,1,3,1,11.34,10.68,10.62,5.3,1,0,0,1,1,0,0,1,0,0,1
374,2003,14,25,16,3,3,0,2,1,11.34,10.68,10.63,5.8,1,0,0,1,1,0,0,1,0,0,1
375,2004,15,25,16,4,4,0,3,1,11.37,10.7,10.65,5.2,1,0,0,1,1,0,1,1,1,0,1
376,2005,16,25,16,5,3,2,1,4,11.38,10.7,10.67,4.8,1,0,0,1,1,0,1,1,1,0,1
377,2006,17,25,16,3,3,0,3,0,11.42,10.76,10.7,4.8,1,0,0,1,1,0,1,1,1,0,1
378,2007,18,25,16,2,1,1,2,0,11.4,10.73,10.68,4.4,1,0,0,1,1,0,1,1,1,0,1
379,2008,19,25,16,1,1,0,1,0,11.37,10.69,10.65,5.3,1,0,0,1,1,0,1,1,1,0,1
380,2009,20,25,16,1,1,0,1,0,11.37,10.7,10.64,8.2,1,0,0,1,1,0,1,1,1,0,1
381,1990,1,26,16,24,23,1,15,9,11.77,11.1,11.05,7.7,0,0,0,0,1,0,0,0,0,0,0
382,1991,2,26,16,18,9,9,12,6,11.78,11.12,11.06,9.3,0,0,0,0,1,0,0,0,0,0,0
383,1992,3,26,16,15,9,6,9,6,11.76,11.09,11.04,9.2,0,0,0,0,1,0,0,0,0,0,0
384,1993,4,26,16,22,15,7,13,9,11.8,11.14,11.08,7.4,0,0,0,0,1,0,0,0,0,0,0
385,1994,5,26,16,18,11,7,7,11,11.81,11.15,11.09,6.1,0,0,0,0,1,0,0,0,0,0,0
386,1995,6,26,16,28,15,13,16,12,11.85,11.19,11.13,5.3,0,0,0,0,1,0,0,1,0,0,0
387,1996,7,26,16,18,10,8,9,9,11.9,11.23,11.18,4.9,0,0,0,0,1,0,0,1,0,0,0
388,1997,8,26,16,25,17,8,13,12,11.89,11.22,11.17,4.3,1,0,1,0,1,0,0,1,0,1,1
389,1998,9,26,16,16,10,6,3,13,11.91,11.24,11.19,4,1,0,1,0,1,0,0,1,0,1,1
390,1999,10,26,16,16,8,8,5,11,11.91,11.25,11.19,3.8,1,0,1,0,1,0,0,1,0,1,1
391,2000,11,26,16,14,10,4,7,7,11.86,11.2,11.14,3.7,1,0,1,0,1,1,0,1,0,1,1
392,2001,12,26,16,17,14,3,6,11,11.9,11.24,11.18,5.2,1,0,1,0,1,1,0,1,0,1,1
393,2002,13,26,16,22,15,7,7,15,11.9,11.23,11.18,6.2,1,0,1,0,1,1,0,1,0,1,1
394,2003,14,26,16,18,12,6,6,12,11.89,11.22,11.17,7.1,1,0,1,0,1,1,0,1,0,1,1
395,2004,15,26,16,13,9,4,7,6,11.91,11.24,11.19,7,1,0,1,0,1,1,1,1,0,1,1
396,2005,16,26,16,6,3,3,3,3,11.91,11.24,11.18,6.9,1,0,1,0,1,1,1,1,0,1,1
397,2006,17,26,16,5,3,2,3,2,11.97,11.31,11.25,6.9,1,0,1,0,1,1,1,1,0,1,1
398,2007,18,26,16,12,9,3,6,6,11.94,11.27,11.22,7.1,1,0,1,0,1,1,1,1,0,1,1
399,2008,19,26,16,6,5,1,2,4,11.91,11.24,11.19,8.4,1,0,1,0,1,1,1,1,0,1,1
400,2009,20,26,16,8,5,3,6,2,11.87,11.21,11.15,13.4,1,0,1,0,1,1,1,1,0,1,1
401,1990,1,27,16,4,2,2,2,2,10.93,10.27,10.21,4.8,0,0,0,0,1,0,0,0,0,0,0
402,1991,2,27,16,11,8,3,6,5,10.99,10.33,10.26,5.2,0,0,0,0,1,0,0,0,0,0,0
403,1992,3,27,16,4,3,1,3,1,11,10.34,10.27,5.1,0,0,0,0,1,0,0,0,0,0,0
404,1993,4,27,16,10,7,3,3,7,11.06,10.4,10.33,4.9,0,0,0,0,1,0,0,0,0,0,0
405,1994,5,27,16,6,4,2,5,1,11.09,10.43,10.36,4.1,0,0,0,0,1,0,0,1,0,0,0
406,1995,6,27,16,6,3,3,4,2,11.14,10.49,10.42,3.7,0,0,0,0,1,0,0,1,0,0,0
407,1996,7,27,16,15,5,10,10,5,11.2,10.55,10.48,3.9,0,0,0,0,1,0,0,1,0,0,0
408,1997,8,27,16,10,4,6,4,6,11.22,10.56,10.49,3.3,0,0,0,0,1,0,0,1,0,0,0
409,1998,9,27,16,7,3,4,6,1,11.26,10.6,10.53,2.8,0,0,0,0,1,0,0,1,0,1,1
410,1999,10,27,16,9,5,4,5,4,11.27,10.61,10.54,2.8,0,0,0,0,1,0,0,1,0,1,1
411,2000,11,27,16,11,4,7,3,8,11.22,10.55,10.5,3.1,0,0,0,0,1,0,0,1,0,1,1
412,2001,12,27,16,2,0,2,0,2,11.26,10.59,10.54,3.9,0,0,0,0,1,0,0,1,1,1,1
413,2002,13,27,16,18,8,10,7,11,11.25,10.58,10.53,4.6,0,0,0,0,1,0,0,1,1,1,1
414,2003,14,27,16,9,5,4,4,5,11.23,10.55,10.51,4.9,0,0,0,0,1,0,0,1,1,1,1
415,2004,15,27,16,11,2,9,6,5,11.23,10.57,10.51,4.6,0,0,0,0,1,0,0,1,1,1,1
416,2005,16,27,16,7,6,1,4,3,11.23,10.56,10.52,4.2,0,0,0,0,1,0,0,1,1,1,1
417,2006,17,27,16,12,6,6,4,8,11.25,10.59,10.54,4.1,0,0,0,0,1,0,1,1,1,1,1
418,2007,18,27,16,7,5,2,3,4,11.22,10.56,10.5,4.6,0,0,0,0,1,0,1,1,1,1,1
419,2008,19,27,16,5,2,3,4,1,11.2,10.53,10.48,5.4,0,0,0,0,1,0,1,1,1,1,1
420,2009,20,27,16,2,2,0,1,1,11.18,10.51,10.46,8.1,1,0,0,1,1,0,1,1,1,1,1
421,1990,1,28,16,7,4,3,4,3,10.6,9.93,9.89,7.7,0,0,0,0,0,0,0,0,0,0,0
422,1991,2,28,16,4,1,3,2,2,10.62,9.95,9.91,8.8,0,0,0,0,0,0,0,0,0,0,0
423,1992,3,28,16,8,6,2,6,2,10.62,9.95,9.91,8.3,0,0,0,0,0,0,0,0,1,0,0
424,1993,4,28,16,7,5,2,3,4,10.67,9.99,9.95,7,0,0,0,0,0,0,0,0,1,0,0
425,1994,5,28,16,9,7,2,3,6,10.68,10.01,9.97,6.6,0,0,0,0,0,0,0,0,1,0,0
426,1995,6,28,16,14,10,4,12,2,10.7,10.03,9.99,6.5,0,0,0,0,1,0,0,0,1,0,0
427,1996,7,28,16,8,6,2,5,3,10.75,10.07,10.03,6.3,0,0,0,0,1,0,0,0,1,1,1
428,1997,8,28,16,9,5,4,5,4,10.74,10.06,10.02,6,0,0,0,0,1,0,0,0,1,1,1
429,1998,9,28,16,9,5,4,4,5,10.73,10.06,10.02,5.5,0,0,0,0,1,0,0,0,1,1,1
430,1999,10,28,16,11,8,3,6,5,10.71,10.04,10,5.3,0,0,0,0,1,0,0,1,1,1,1
431,2000,11,28,16,9,4,5,6,3,10.71,10.03,10,5.7,0,0,0,0,1,0,0,1,1,1,1
432,2001,12,28,16,7,5,2,4,3,10.71,10.04,9.99,5.6,1,1,0,0,1,0,0,1,1,1,1
433,2002,13,28,16,11,3,8,6,5,10.69,10.02,9.97,6.7,1,1,0,0,1,0,0,1,1,1,1
434,2003,14,28,16,8,5,3,4,4,10.67,9.99,9.96,6.4,1,1,0,0,1,0,1,1,1,1,1
435,2004,15,28,16,7,5,2,3,4,10.66,9.99,9.95,6.3,1,1,0,0,1,0,1,1,1,1,1
436,2005,16,28,16,12,10,2,8,4,10.69,10.02,9.99,7.8,1,1,0,0,1,0,1,1,1,1,1
437,2006,17,28,16,7,5,2,3,4,10.73,10.06,10.01,6.8,1,1,0,0,1,0,1,1,1,1,1
438,2007,18,28,16,10,7,3,5,5,10.7,10.03,9.98,6.2,1,1,0,0,1,1,1,1,1,1,1
439,2008,19,28,16,8,5,3,5,3,10.69,10.02,9.99,6.8,1,1,0,0,1,1,1,1,1,1,1
440,2009,20,28,16,5,3,2,3,2,10.69,10.03,9.97,9.6,1,1,0,0,1,1,1,1,1,1,1
441,1990,1,29,16,19,12,7,16,3,11.11,10.45,10.39,5.8,0,0,0,0,1,0,0,0,0,0,0
442,1991,2,29,16,20,15,5,10,10,11.15,10.49,10.42,6.6,0,0,0,0,1,0,0,0,0,0,0
443,1992,3,29,16,12,8,4,7,5,11.14,10.48,10.42,6,0,0,0,0,1,0,0,0,1,0,0
444,1993,4,29,16,17,10,7,8,9,11.2,10.54,10.47,6.1,0,0,0,0,1,0,0,0,1,0,0
445,1994,5,29,16,26,16,10,18,8,11.22,10.56,10.49,5,0,0,0,0,1,0,0,0,1,0,0
446,1995,6,29,16,19,11,8,13,6,11.26,10.6,10.53,4.7,0,0,0,0,1,0,0,0,1,0,0
447,1996,7,29,16,21,17,4,13,8,11.32,10.66,10.6,4.6,0,0,0,0,1,0,0,0,1,1,1
448,1997,8,29,16,27,17,10,17,10,11.33,10.66,10.6,4.3,0,0,0,0,1,0,0,0,1,1,1
449,1998,9,29,16,15,9,6,9,6,11.34,10.67,10.61,3.9,0,0,0,0,1,0,0,1,1,1,1
450,1999,10,29,16,22,17,5,14,8,11.34,10.67,10.61,3.1,0,0,0,0,1,0,0,1,1,1,1
451,2000,11,29,16,25,18,7,16,9,11.31,10.65,10.59,3.3,0,0,0,0,1,0,0,1,1,1,1
452,2001,12,29,16,21,14,7,13,8,11.34,10.67,10.62,4.5,1,1,0,0,1,0,0,1,1,1,1
453,2002,13,29,16,18,13,5,8,10,11.34,10.68,10.61,5.2,1,1,0,0,1,0,1,1,1,1,1
454,2003,14,29,16,18,10,8,12,6,11.32,10.65,10.6,5.6,1,1,0,0,1,0,1,1,1,1,1
455,2004,15,29,16,20,14,6,12,8,11.33,10.66,10.61,5.8,1,1,0,0,1,0,1,1,1,1,1
456,2005,16,29,16,22,16,6,14,8,11.35,10.68,10.62,5.4,1,1,0,0,1,0,1,1,1,1,1
457,2006,17,29,16,14,9,5,9,5,11.38,10.71,10.66,4.8,1,0,0,0,1,0,1,1,1,1,1
458,2007,18,29,16,13,9,4,6,7,11.36,10.69,10.65,5.1,1,0,0,1,1,0,1,1,1,1,1
459,2008,19,29,16,8,4,4,6,2,11.35,10.68,10.63,6.1,1,0,0,1,1,0,1,1,1,1,1
460,2009,20,29,16,8,3,5,4,4,11.33,10.66,10.61,9.3,1,0,0,1,1,0,1,1,1,1,1
461,1990,1,30,16,2,1,1,2,0,9.35,8.7,8.61,6,0,0,0,0,1,0,0,0,0,0,0
462,1991,2,30,16,2,2,0,1,1,9.4,8.75,8.66,6.3,0,0,0,0,1,0,0,0,0,0,0
463,1992,3,30,16,2,2,0,2,0,9.42,8.77,8.68,6.3,0,0,0,0,1,0,0,0,0,0,0
464,1993,4,30,16,2,0,2,1,1,9.5,8.85,8.76,5.9,0,0,0,0,1,0,0,0,0,0,0
465,1994,5,30,16,4,1,3,1,3,9.51,8.87,8.77,5.5,0,0,0,0,1,0,0,0,0,0,0
466,1995,6,30,16,3,3,0,2,1,9.55,8.9,8.81,5.5,0,0,0,0,1,0,0,0,0,0,0
467,1996,7,30,16,2,0,2,1,1,9.59,8.94,8.85,5.5,0,0,0,0,1,0,0,0,0,0,0
468,1997,8,30,16,6,3,3,5,1,9.57,8.93,8.83,5.4,0,0,0,0,1,0,0,1,0,0,0
469,1998,9,30,16,3,3,0,3,0,9.61,8.96,8.87,5.5,0,0,0,0,1,0,0,1,0,0,0
470,1999,10,30,16,5,1,4,3,2,9.6,8.95,8.86,5.3,0,0,0,0,1,0,0,1,0,0,0
471,2000,11,30,16,4,1,3,3,1,9.59,8.93,8.86,4.8,0,0,0,0,1,0,0,1,0,1,1
472,2001,12,30,16,0,0,0,0,0,9.61,8.94,8.89,4.5,0,0,0,0,1,0,0,1,0,1,1
